"name","player","pos","team","overallRank","pick","positionRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_nf","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","risk","cost_yahoo","costProjected_yahoo","costAvg_yahoo","costMax_yahoo","adp_yahoo","cost_espn","adp_espn","cost_fp","adp_fp","adp_ffc","adpSD_ffc","avgCost","inflatedCost"
"JERMAINEKEARSE","Jermaine Kearse","WR","SEA",192,175.9,80,79.6969178075879,-1.74,45.25,70.75,77.4471570958193,NA,64.725,84.35,68.0721570958193,78.6971570958193,102.072157095819,63.3221570958193,96.9471570958193,95.125,109,71.1778070958193,NA,90.475,74.94363,79.6969178075879,-63.0842512042487,20.7,27.0093274512998,6.31693326435916,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"MARCEDESLEWIS","Marcedes Lewis","TE","JAC",193,184.7,25,78.0393661013165,70.59,86.625,95.875,55.6765407827281,NA,82.7,85.875,79.4265407827281,73.1765407827281,80.4265407827281,72.6765407827281,62.5515407827281,82.75,90,69.8777907827281,NA,92.05,80.4292864583333,78.0393661013165,-39.9005470117437,22.4,11.1877928147894,5.0797385829004,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"DENARIUSMOORE","Denarius Moore","WR","OAK",194,184.4,81,76.8762620410344,185.045,98.625,59.375,98.8748899566826,NA,74.35,106.75,38.8748899566826,74.8748899566826,47.7498899566826,70.2498899566826,86.8748899566826,16.125,92.625,72.6173899566825,NA,49.875,79.59946875,76.8762620410344,-65.9049069708022,23.1,38.6955476472638,7.68093641180006,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"JOHNBROWN","John Brown","WR","ARI",195,174.5,82,76.7963075258142,0.6,65.35,0.6,71.35,0.6,83.7625,77.75,63.475,82.375,101.85,76.975,46.975,0.6,0.6,0.6,NA,81.32,77.8098737373737,76.7963075258142,-65.9848614860224,27.1,38.9458319653587,8.19639965749787,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"EDDIEROYAL","Eddie Royal","WR","SD",196,192,83,76.3818724314659,112.335,87.3,48.05,71.9751699915064,1.8,69.3,105.875,66.5501699915064,47.8001699915064,39.3001699915064,61.6001699915064,66.8001699915064,95.425,97.45,84.4901699915064,NA,59.035,76.0399375,76.3818724314659,-66.3992965803707,1,28.0150213583066,3.98292551842896,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"LANCEDUNBAR","Lance Dunbar","RB","DAL",197,147.8,55,74.7451038984436,-0.6,89.35,78.675,47.7999327306394,NA,80.3925,79.625,96.1249327306394,69.5499327306394,77.4999327306394,49.2249327306394,58.4999327306394,80.15,108.2,72.4274327306394,NA,94.925,73.8278125,74.7451038984436,-45.7654183595409,21.4,26.120804572189,6.32189835202836,1,1,1,1,NA,0,170,2,219,NA,NA,1,1
"BLAKEBORTLES","Blake Bortles","QB","JAC",198,223.7,35,74.5993168863008,0.2,44.66,129.96,61.2242777278127,0.2,75.098,42.7,53.3842777278128,48.9242777278127,117.624277727813,79.1442777278127,115.224277727813,NA,49.96,70.3386777278127,NA,46.14,74.6004457142857,74.5993168863008,-171.093593488785,29.9,37.8275145785791,8.43895949751988,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"SCOTTCHANDLER","Scott Chandler","TE","BUF",199,NA,26,74.1167238148576,70.965,85.5,91.125,63.8751613148576,NA,80.5125,98.625,73.7501613148576,57.0001613148576,55.8751613148576,51.5001613148576,49.3751613148576,76.875,76.125,82.3064113148576,NA,84.8,73.958296875,74.1167238148576,-43.8231892982027,NA,14.8933954966337,4.68682782517833,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"ROYHELU","Roy Helu","RB","WAS",200,173.6,56,73.2332336825545,36.305,86.4,65.225,77.0051198715173,NA,73.1125,91.125,59.6801198715173,52.8051198715173,66.5301198715173,64.4551198715173,74.7801198715173,82.875,89.5,71.8486198715173,NA,74.675,72.9891375,73.2332336825545,-47.27728857543,17.4,14.5245266881717,4.76908646941325,1,1,1,1,NA,1.1,147.5,2,235,NA,NA,1,1
"RONNIEHILLMAN","Ronnie Hillman","RB","DEN",201,166.1,57,72.8726449127571,88.44,109.35,68.45,47.5691611310946,NA,80.88,79.625,84.8691611310946,43.0691611310946,34.6191611310946,52.1441611310946,57.6191611310946,112.9,87.7,55.0949111310946,NA,77.425,72.4693833333333,72.8726449127571,-47.6378773452274,28.6,23.3716355654049,6.95718976723746,1,1,1,1,NA,0,170,2,214,NA,NA,1,1
"BRIANQUICK","Brian Quick","WR","STL",202,166,84,72.4326058065045,26.965,64.625,94.375,-0.966458017009232,NA,77.5375,72.85,70.6585419829908,88.2835419829908,76.1585419829908,57.1585419829908,67.9085419829908,81.375,51.875,82.2860419829908,NA,92.1,72.0014069264069,72.4326058065045,-70.3485632053322,39.7,25.4520935066441,8.51431294439827,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JOSHGORDON","Josh Gordon","WR","CLE",203,124.3,85,72.1810505936908,NA,NA,121.875,NA,NA,76.6625,NA,55.75,NA,NA,22.825,NA,NA,79.3,78.20305,NA,NA,45.5772035353535,72.1810505936908,-70.6001184181458,17.4,32.5026931250896,6.41280557953359,1.8,5,3.4,5,123.9,3.1,131.7,0,137,97.9,11,3.4,4
"NATEBURLESON","Nate Burleson","WR","CLE",204,227,86,71.807530599411,82.99,76.25,NA,71.2748462285395,NA,63.5,93.7,62.3998462285395,62.6748462285395,32.7748462285395,91.0998462285395,60.7748462285395,108.375,92.25,50.9455462285395,NA,53.175,72.0233995238095,71.807530599411,-70.9736384124256,37,20.417769304755,7.72154002124244,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"AUSTINSEFERIANJENKINS","Austin Seferian-Jenkins","TE","TB",205,195.8,27,71.6498703139283,NA,87.125,81.625,65.625,NA,70.875,8.25,28.125,67.375,83.75,73,NA,NA,80.125,NA,NA,54.55,65.1903409090909,71.6498703139283,-46.2900427991319,37.8,24.7406548013588,8.21529153445194,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"MARLONBROWN","Marlon Brown","WR","BAL",206,195.5,87,71.3124982314535,76.705,87.25,46.125,69.375,NA,56.9125,86.125,15.125,74.9,91.25,63.2,79.25,72.75,87.25,NA,NA,33.725,67.6301406926407,71.3124982314535,-71.4686707803832,25,22.307726816535,6.41659596463632,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"ZACHMILLER","Zach Miller","TE","SEA",207,217.5,28,71.2800298010925,167.74,82.75,58.125,52.8645294294565,NA,67.8875,76,71.4895294294565,68.8645294294565,70.8645294294565,43.6145294294565,72.1145294294565,71,87.375,88.5582794294565,NA,65.075,76.5701197916667,71.2800298010925,-46.6598833119677,26.5,27.9976109661911,7.12153180698845,1.2,0,0.6,1.2,119.6,0,170,1,NA,NA,NA,0.6,1
"JACQUIZZRODGERS","Jacquizz Rodgers","RB","ATL",208,178.6,58,71.0109008895145,81.08,69.8,55.975,53.374940659213,NA,62.5975,96.55,70.949940659213,63.474940659213,71.749940659213,61.149940659213,43.999940659213,114.55,87.1,65.650440659213,NA,74.75,72.1728125,71.0109008895145,-49.49962136847,30.7,17.8096051606828,6.7072655017633,1,1,1,1,NA,0,170,2,249,NA,NA,1,1
"JAMESSTARKS","James Starks","RB","GB",209,161.6,59,70.4554019750119,62.515,92.9,66.35,63.9500022888184,NA,71.615,82.75,55.2500022888184,43.6750022888184,65.5000022888184,46.6000022888184,65.0000022888184,83.575,101.15,57.5670522888184,NA,56.05,68.553275625,70.4554019750119,-50.0551202829726,23.1,16.2972940673176,5.63309479392089,1,1,1,1,NA,1.1,142.9,3,200,NA,NA,1,1
"KENBRELLTHOMPKINS","Kenbrell Thompkins","WR","NE",210,160.8,88,70.3796563829038,37.36,106.875,116.5,85.25,NA,91.4625,58.25,37,79.75,77.375,72.75,55.75,46.125,85.625,59.97125,NA,50.575,71.145921875,70.3796563829038,-72.4015126289328,30.4,24.131000760297,7.24827852808306,1.1,0,0.55,1.1,124.1,0,170,0,191,NA,NA,0.55,1
"MYCHALRIVERA","Mychal Rivera","TE","OAK",211,NA,29,70.0001761437819,NA,83.625,87.75,69.75,NA,79.3375,82.5,69.875,47.5,57,58.875,75.5,45.75,82.625,51.53625,NA,71.625,70.3905833333333,70.0001761437819,-47.9397369692783,NA,14.2625017374988,4.57146432223331,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"JAMESWHITE","James White","RB","NE",212,154,60,69.6964720123469,0.1,83.9,53.825,44.525,0.1,61.6625,60.4,57.2,63.475,102.225,56.375,81.975,NA,63.725,0.1,NA,67.5125,66.2,69.6964720123469,-50.8140502456376,23.7,30.7978396012958,7.03274680658086,1,1,1,1,NA,0,170,0,207,NA,NA,1,1
"LEVINETOILOLO","Levine Toilolo","TE","ATL",213,201.2,30,68.9310857089878,NA,75.375,78.25,NA,NA,58.8625,42.5,63.875,57,85,53.625,45.75,93.25,92.125,64.23375,NA,88.8,68.9720558608059,68.9310857089878,-49.0088274040724,23.6,17.4924211519278,5.80393613650746,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DONALDBROWN","Donald Brown","RB","SD",214,160.3,61,68.150874690169,86.65,86.7,59.125,75.425,1.2,69.9775,66.075,50.925,65.7,58.55,71.575,69.425,32.65,58.6,56.17875,NA,69.425,67.226328125,68.150874690169,-52.3596475678155,22.6,20.7014000606881,5.97418365537312,1,1,1,1,NA,1.2,137.9,2,211,NA,NA,1,1
"JACEAMARO","Jace Amaro","TE","NYJ",215,178.1,31,67.9678036327786,NA,94.5,88,65,NA,71.65,95,19.5,42.25,93.125,59.75,65.5,40.75,71,65.255,NA,51.15,66.5118095238095,67.9678036327786,-49.9721094802817,14.1,22.4551297646496,5.08779205897943,1,1,1,1,NA,0,170,0,252,NA,NA,1,1
"CODYLATIMER","Cody Latimer","WR","DEN",216,164.6,89,67.75,NA,66.125,57.125,43.625,NA,53.825,39.125,3.625,78,76.25,97.625,93.125,NA,74.375,61.7475,NA,72.15,63.8860177322677,67.75,-75.0311690118366,35.1,24.6990390851703,7.87899510337896,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MIKETOLBERT","Mike Tolbert","RB","CAR",217,176.9,62,67.4387590578403,74.18,84.725,67.725,78.175,NA,78.615,86.25,NA,62.55,80.375,51.125,55.625,12.775,84.15,57.14915,NA,68.125,67.4885752380952,67.4387590578403,-53.0717632001441,14.6,19.4315072389234,4.87291890839706,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JEROMESIMPSON","Jerome Simpson","WR","MIN",218,NA,90,67.3065230812579,94.345,88.375,78,86.5001025676727,NA,74.9875,58,38.8751025676727,43.2501025676727,23.8751025676727,61.6251025676727,77.5001025676727,87.875,87.75,58.4526025676727,NA,45.425,67.3145,67.3065230812579,-75.4746459305787,NA,21.728067264223,5.93659716458293,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"CHRISTINEMICHAEL","Christine Michael","RB","SEA",219,146.3,63,66.6242320112594,NA,127.85,94,63.85,NA,88.57,55.5,46.225,59.175,46.625,70.825,41.5,29.7,100.475,50.1427,NA,41.775,66.9372923809524,66.6242320112594,-53.8862902467251,23.2,27.7494851496413,6.6924674265116,2.1,5,3.55,5,124.8,1.4,135.3,3,154,129.4,13.6,3.55,4
"BRIANHOYER","Brian Hoyer","QB","CLE",220,198.9,36,66.6231514774034,158.61,32.76,67.98,51.2173734308339,0.2,49.086,77.52,44.4173734308338,45.7173734308339,32.0573734308338,53.9773734308339,39.8573734308339,216,142.38,96.8826234308339,NA,40.54,77.10275,66.6231514774034,-179.069758897683,32.2,55.9181521452534,10.3761952426741,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRANDONMYERS","Brandon Myers","TE","TB",221,NA,32,65.8245715085243,105.43,NA,55.5,-1.8,NA,41.6375,96.95,53.2,60.325,19.2,77.95,36.075,80.625,74.5,64.20125,NA,73.05,65.7386744505495,65.8245715085243,-52.1153416045359,NA,29.134086060466,7.2908414550682,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"CHRISGIVENS","Chris Givens","WR","STL",222,203.3,91,64.3346975836766,139.565,97,53.75,90.4848750619497,NA,74.425,59.625,48.8848750619497,29.1848750619497,31.6348750619497,67.0098750619497,65.7598750619497,46.375,119.925,56.8196250619497,NA,17.155,69.1830802083333,64.3346975836766,-78.44647142816,47.9,33.6193315552396,10.2708215142139,1,1,1,1,NA,0,170,2,NA,NA,NA,1,1
"RICHARDRODGERS","Richard Rodgers","TE","GB",223,179,33,64.1187919774669,0.2,89.825,100.45,0.2,0.2,64.9375,42.325,39.075,62.7,75.45,57.95,34.7,NA,NA,0.2,NA,71.8,63.53125,64.1187919774669,-53.8211211355934,15.1,34.8372839131645,6.34302046084207,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRENTCELEK","Brent Celek","TE","PHI",224,NA,34,64.0263177464173,61.99,86.25,68.875,54.2449177833261,NA,71.4125,79.875,68.8699177833261,46.9949177833261,67.1199177833261,36.9949177833261,40.4949177833261,39.75,85,103.029917783326,NA,56.8,65.74728125,64.0263177464173,-53.9135953666429,NA,19.1416881209754,5.4636589660531,1.2,0,0.6,1.2,122.8,0,170,1,NA,NA,NA,0.6,1
"BRANDONGIBSON","Brandon Gibson","WR","MIA",225,NA,92,63.8703733602727,35.52,NA,59.875,-1.755,NA,65.3625,92.125,53.995,45.87,49.37,49.62,41.495,88.375,91,65.56,NA,95.85,64.7769871794872,63.8703733602727,-78.9107956515639,NA,26.8193840716913,6.86758139609249,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JERMAINEGRESHAM","Jermaine Gresham","TE","CIN",226,221,35,63.6390427699181,93.545,81.875,59.25,53.5955983593726,NA,64.3375,97.375,55.5955983593726,54.7205983593726,63.0955983593726,51.2205983593726,48.0955983593726,61.25,79.25,69.5368483593726,NA,53.075,66.591546875,63.6390427699181,-54.3008703431421,37.6,15.4844695039654,7.34438219781787,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"JONATHANGRIMES","Jonathan Grimes","RB","HOU",227,173.5,64,62.3276871907104,38.705,108.425,77.675,39.97505625,NA,75.03,66.75,56.02505625,35.80005625,32.12505625,43.50005625,64.25005625,64.175,100.5,-2.99994375,NA,54.65,61.2994642857143,62.3276871907104,-58.182835067274,32.9,27.9921966850587,7.90916493648283,1,1,1,1,NA,0,170,2,241,NA,NA,1,1
"ALLENROBINSON","Allen Robinson","WR","JAC",228,178.3,93,60.4310565204802,NA,101.5,41.125,55.375,NA,60.8375,40.25,34.875,79,78.75,74.375,46.5,63.625,71.625,-3,NA,40.5,60.9973901098901,60.4310565204802,-82.3501124913565,18.6,25.5816827154962,5.92780111424568,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"JERMICHAELFINLEY","Jermichael Finley","TE",NA,229,NA,36,60.0000559994902,NA,68.75,NA,NA,NA,53.175,NA,57.25,NA,13.75,NA,NA,NA,68.125,NA,NA,NA,48.4071428571429,60.0000559994902,-57.93985711357,NA,22.5408698257188,6.08522401235111,1.2,0,0.6,1.2,120.4,0,170,1,NA,NA,NA,0.6,1
"JASONAVANT","Jason Avant","WR","CAR",230,NA,94,59.2370442291064,39.895,87.5,44.75,55.1748564657509,NA,59.475,60.575,42.9248564657509,51.6748564657509,46.5498564657509,40.5498564657509,66.2998564657509,88.5,76.375,63.2514564657509,NA,62,61.3574658333333,59.2370442291064,-83.5441247827303,NA,15.7153709404642,4.83713200105906,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"ALLENHURNS","Allen Hurns","WR","JAC",231,NA,95,58.7628479456871,NA,NA,75.625,-0.45,NA,47.95,37.5,-0.45,-0.45,46.55,-0.45,44.3,NA,NA,-0.45,NA,78.65,54.9208333333333,58.7628479456871,-84.0183210661495,NA,31.5294553841036,7.72885212171483,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"STEPFANTAYLOR","Stepfan Taylor","RB","ARI",232,179.5,65,58.7376344645887,NA,64.825,63.5,38.8498892583776,NA,55.5175,15.875,56.2498892583776,33.2498892583776,80.7498892583776,59.0748892583776,66.1248892583776,101.825,74.45,42.4333892583776,NA,33.8125,56.2884642857143,58.7376344645887,-61.7728877933958,9.2,22.182584797258,4.4594630315697,1,1,1,1,NA,0,170,1,243,NA,NA,1,1
"CJANDERSON","C.J. Anderson","RB","DEN",233,178.8,66,58.3349061603562,NA,72.825,39.325,75.225,NA,60.505,21.55,57.575,62.85,57,49.825,54,24,85.15,-2.25,NA,34.375,54.3753571428571,58.3349061603562,-62.1756160976283,16.2,23.7933907649458,5.46875197669631,1,1,1,1,NA,1.1,146.4,2,226,NA,NA,1,1
"BRANDONLAFELL","Brandon LaFell","WR","NE",234,174,96,58.0983145668895,-0.09,90.5,56.5,100.122327741889,NA,69.35,76,24.9223277418892,34.5473277418892,38.2973277418892,51.1973277418892,54.2973277418892,13.75,84.3,46.7093277418892,NA,29.9,54.0857916666667,58.0983145668895,-84.6828544449471,25.5,28.8550758863866,7.07678362569294,1,1,1,1,NA,1.4,146.8,0,205,NA,NA,1,1
"ANDREWQUARLESS","Andrew Quarless","TE","GB",235,NA,37,57.6744961437253,87.265,75.375,NA,58.8848336371445,NA,46.1125,68.625,27.8848336371445,38.7598336371445,33.0098336371445,65.7598336371445,52.7598336371445,82,92.625,60.9955336371445,NA,21.075,59.6685447619048,57.6744961437253,-60.2654169693349,NA,22.4462995839236,6.067931157239,1,0,0,0,NA,0,170,0,NA,NA,NA,0,1
"TREMASON","Tre Mason","RB","STL",236,168.7,67,56.7524850560813,NA,67.475,37.45,59.9749135985718,NA,50.4975,34.875,35.1249135985718,44.8749135985718,49.3749135985718,52.9499135985718,75.9999135985718,91.575,70.55,64.5525135985718,NA,20.0875,54.1576485714286,56.7524850560813,-63.7580372019032,18.4,19.1399792837266,5.31421599606544,1,1,1,1,NA,1.2,170,0,199,NA,NA,1,1
"OWENDANIELS","Owen Daniels","TE","BAL",237,204.7,38,56.284375,73.225,68.5,59.375,58.825,NA,58.5875,60.125,38.7,24.45,45.2,64.7,11.325,56,76.25,72.03,NA,41.95,55.94003125,56.284375,-61.6555381130602,39.7,18.4783047063693,7.87670899512033,1,0,0.5,1,122.4,0,170,0,203,NA,NA,0.5,1
"TEDGINN","Ted Ginn","WR","ARI",238,NA,97,56.1583699423498,58.74,79.125,55.5,74.2831177178259,3,64.0375,56.8,28.4581177178259,39.7331177178259,42.6081177178259,43.9331177178259,37.8581177178259,83.25,80.7,0.858117717825911,NA,32.025,58.2911147186147,56.1583699423498,-86.6227990694868,NA,25.2566791706893,6.58182946268274,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"TIMWRIGHT","Tim Wright","TE","NE",239,175.1,39,56.1253137807442,NA,65.75,38.5,79.625,NA,37.125,51.45,29.25,66.625,57.625,44,74,61.75,77,NA,NA,49.175,56.1887637362637,56.1253137807442,-61.814599332316,32.8,16.2147131666559,6.8200512624218,1,0,0.5,1,138.9,0,139,0,213,NA,NA,0.5,1
"JORDANTODMAN","Jordan Todman","RB","JAC",240,190.2,68,55.9730951906562,68.38,72.9,38,75.6999739689772,1.2,51.14,55.575,13.6499739689772,45.1499739689772,51.6999739689772,26.9999739689772,46.1999739689772,92.5,60.975,-3.30002603102284,NA,59.975,55.6557619047619,55.9730951906562,-64.5374270673283,20.7,26.7355912463029,6.29190593841555,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DAVIDNELSON","David Nelson","WR","NYJ",241,NA,98,55.3293338961448,8.17,63.375,59.75,NA,NA,49.0625,62.475,60.625,77.5,15,51.375,70.5,66.75,45.375,50.81375,NA,46.6,48.491,55.3293338961448,-87.4518351156918,NA,19.5273966965959,5.534188578615,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DAVANTEADAMS","Davante Adams","WR","GB",242,181.3,99,54.8563356248829,NA,100.5,60.875,50.75,NA,62.6625,52.925,20.5,59.5,51.25,64.25,32.125,58.875,90.625,-3,NA,31.825,57.2243881118881,54.8563356248829,-87.9248333869537,16.9,26.4722785006855,5.79988052613182,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"MARCELREECE","Marcel Reece","RB","OAK",243,184.7,69,54.6573137879002,21.79,64.575,60.45,77.35,NA,69.0075,56.175,80.15,36.125,40.25,37.325,28.75,NA,58.825,NA,NA,62.065,53.2239835164835,54.6573137879002,-65.8532084700843,6.9,18.6099910571563,3.8495921299347,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"ROBERTTURBIN","Robert Turbin","RB","SEA",244,186.6,70,54.5383509553355,36.245,64.225,74.5,39.9950975712716,NA,57.8825,68.125,39.6200975712716,37.9950975712716,57.3950975712716,29.2450975712716,57.0200975712716,88.75,72.875,-2.35490242872843,NA,25.8375,53.1153214285714,54.5383509553355,-65.972171302649,37.2,23.3274326586,8.01219555735619,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"AUSTINCOLLIE","Austin Collie","WR",NA,245,NA,100,54.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.375,NA,NA,NA,54.375,54.375,-88.4061690118366,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JACOBYJONES","Jacoby Jones","WR","BAL",246,NA,101,54.2253342771689,11.18,74.825,63.95,4.60161158111569,7.2,58.7875,62.2,75.9766115811157,36.2766115811157,21.4766115811157,50.1266115811157,29.3516115811157,52.45,91.275,59.8190115811157,NA,59.08,50.9671633333333,54.2253342771689,-88.5558347346677,NA,26.2311550996074,6.76001945912485,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"PAULRICHARDSON","Paul Richardson","WR","SEA",247,219.5,102,53.9685505949077,NA,79,61.375,NA,NA,70.1875,13.125,NA,65.875,63.875,44.125,52,18,40.5,NA,NA,37.6,51.5469832251082,53.9685505949077,-88.8126184169289,47.5,21.1826295018734,9.08449288623658,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BENNYCUNNINGHAM","Benny Cunningham","RB","STL",248,172.8,71,53.9360829578589,1.2,87.725,85.775,44.05,1.2,70.78,59.325,46.6,55.6,33.575,21,40.45,14,84.35,46.1321,NA,62.525,54.3438842857143,53.9360829578589,-66.5744393001256,34.9,28.0263332704076,8.15857604449278,1,1,1,1,NA,0,170,2,NA,NA,NA,1,1
"BRANDONPETTIGREW","Brandon Pettigrew","TE","DET",249,179.5,40,53.875024463248,57.115,70.875,NA,47.1251636168397,NA,50.3875,52.125,56.8751636168397,40.8751636168397,27.3751636168397,42.8751636168397,38.0001636168397,74.625,65.125,-2.99983638316033,NA,62.7,54.2005357142857,53.875024463248,-64.0648886498122,16.5,19.8484043551867,5.14501078466156,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"JERRELJERNIGAN","Jerrel Jernigan","WR","NYG",250,247,103,52.9176421724428,40.08,93.25,NA,68.85,NA,62.025,67.225,36.75,68.625,28.125,64.4,1.25,4,86.35,NA,NA,37.205,50.7467482517483,52.9176421724428,-89.8635268393939,29,28.7900847982827,7.50184916152674,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"JARIUSWRIGHT","Jarius Wright","WR","MIN",251,NA,104,52.8746320443564,62.41,55.125,34.25,NA,NA,35.7375,78.45,9.5,65.5,71.375,58.125,16.25,62.875,64.5,NA,NA,37.025,50.2034615384615,52.8746320443564,-89.9065369674802,NA,21.4629442444653,5.88811749613201,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"EARLBENNETT","Earl Bennett","WR",NA,252,NA,105,52.8629084678943,3.95,60.625,NA,NA,NA,45.475,NA,NA,NA,NA,NA,NA,NA,89.25,NA,NA,NA,28.4392857142857,52.8629084678943,-89.9182605439424,NA,35.564067774464,8.46661028089454,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"COLEBEASLEY","Cole Beasley","WR","DAL",253,NA,106,52.5698368462177,-0.78,82,49.75,63.2198389849561,NA,60.925,72.85,40.4698389849561,39.0948389849561,40.3448389849561,46.5948389849561,35.5948389849561,38.375,71,50.5160889849561,NA,52.975,50.02975,52.5698368462177,-90.2113321656189,NA,19.8618639971545,5.59534835211778,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"JEFFCUMBERLAND","Jeff Cumberland","TE","NYJ",254,NA,41,52.5062964777512,50.6,76.25,50.375,-1.8,NA,48.2125,68,49.325,24.825,43.325,28.7,40.825,65.5,80.25,86.0925,NA,55.8,55.3996428571429,52.5062964777512,-65.433616635309,NA,22.9760941148362,6.16480793251571,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"BOBBYRAINEY","Bobby Rainey","RB","TB",255,188.3,72,52.4095098683012,25.105,41.675,67.75,35.9500778153502,NA,46.6375,67.65,27.1000778153502,42.7250778153502,29.3750778153502,38.6000778153502,44.3750778153502,89.125,71.1,62.0810778153502,NA,67.275,50.95815,52.4095098683012,-68.1010123896832,29.4,19.0978511062052,6.66495953201155,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ADRIENROBINSON","Adrien Robinson","TE","NYG",256,223.7,42,52.0074209798979,60.205,65.875,70.25,-1.8,NA,51.3375,60.5,50.7,41.95,10.7,41.95,28.95,91,NA,60.085,NA,20.3,52.7374862637363,52.0074209798979,-65.9324921331624,53.7,25.0835979125332,10.2046522250964,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MARTAVISBRYANT","Martavis Bryant","WR","PIT",257,NA,107,51.6595410002005,NA,87.875,44.75,59.5,NA,60.0375,85.875,41.75,29.125,38.25,53.75,63.625,NA,45,NA,NA,14.95,52.040625,51.6595410002005,-91.1216280116361,NA,21.2885406681249,5.85622653636036,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
